pitcher,Stuff_plus,Location_plus,Pitching_plus
519008,108.94523,103.865685,138.96016
668933,114.42878,98.808235,138.71146
543510,110.12067,106.2802,138.16025
669093,107.88901,101.97892,138.05478
650556,109.330414,101.42085,138.0213
622103,111.82884,100.119736,137.93584
670124,110.54605,101.618774,137.31607
641726,110.85694,101.26741,137.24783
570632,110.56507,101.269516,136.92677
663562,112.81556,99.42895,136.89963
502171,111.293396,101.60226,135.79298
622072,110.62084,99.5555,135.46149
592773,107.1766,103.6204,135.24216
682989,110.92875,101.48986,135.19273
502085,110.51794,96.62467,135.13898
642016,112.76806,97.612236,134.99669
622786,109.91949,101.95724,134.93977
669724,110.30567,102.08931,134.8951
676105,108.16891,100.00148,134.4006
660825,110.60117,101.89433,134.36584
657024,105.38944,103.843864,134.34993
676684,107.56203,100.862236,134.29576
643493,108.813805,102.9519,134.21983
543518,104.45132,106.2515,133.32838
666201,107.18066,100.261154,133.04971
605155,109.87938,100.58911,133.01918
523260,103.94677,101.42193,132.77621
680686,107.67339,103.4959,132.6275
592767,109.06813,98.34011,132.46014
665620,107.86481,100.49708,132.41399
676617,110.29181,101.534485,131.91418
596117,109.39429,103.074425,131.78261
663773,107.40706,103.2508,131.25993
596001,109.2097,101.87724,131.2466
670036,111.384125,96.261314,130.85649
621399,113.088455,95.97175,130.18115
622088,110.44858,98.92082,129.81334
677958,109.38326,100.672356,129.40688
808967,105.086235,101.28293,129.15277
606303,107.40649,101.73551,129.1383
672391,109.21607,99.19109,128.96701
674285,108.319824,102.347015,128.84941
678020,109.89599,101.208015,128.72818
688107,112.15247,98.71907,128.54103
683568,109.20042,99.58263,128.44833
664126,108.28318,99.48671,128.16362
621053,108.413445,100.285095,128.08002
608718,109.401566,99.22756,128.00908
502179,106.46128,100.36744,127.88947
681882,106.624886,104.45355,127.774055
692285,112.24775,97.49552,127.40601
571948,106.95135,102.66048,127.3713
607481,107.25251,101.87602,127.298256
657277,108.36028,99.86893,127.00073
656887,108.89835,99.8289,126.155975
650671,108.686264,97.47297,126.07589
571670,102.43584,103.3124,126.01113
664854,111.32152,102.58085,125.89943
663855,105.23341,104.2659,125.801254
656354,108.19906,101.99298,125.13177
676254,105.1744,101.66371,124.58279
608723,108.04367,97.06048,124.3946
669302,107.15325,101.805,124.349106
622259,107.52991,101.182144,124.3043
543056,109.121086,98.971504,123.96925
656550,107.157684,101.31282,123.89245
683618,110.939766,96.687065,123.8544
677976,109.72271,99.36258,123.733086
685126,106.53011,101.75454,123.67153
669387,110.358185,96.98056,123.49625
679358,100.02144,110.119835,123.37909
669459,108.704254,100.347206,123.21273
694646,106.71008,100.88725,122.16652
700270,106.53549,102.19481,122.10409
608648,106.62565,98.51397,121.93022
628317,104.29736,103.68439,121.75911
500743,97.40255,111.64794,121.72724
676130,107.10996,101.238365,121.54011
668881,106.102715,100.85429,121.514336
547184,104.66116,102.5171,121.4571
681810,105.34596,101.98741,121.37133
621244,104.69747,101.7216,121.26101
660844,99.96418,112.908104,120.88906
663989,107.911194,98.76944,120.75957
666200,106.35185,99.703636,120.746765
676508,106.184845,100.68376,120.6134
686826,106.48332,100.177315,120.3256
665896,104.11956,101.872925,120.082535
694973,101.036385,105.09829,119.85505
657097,107.46437,98.3053,119.686485
571760,105.774666,99.46307,119.55072
663704,103.28399,104.31766,119.5177
608566,106.415306,99.13449,119.517456
672860,104.77073,101.12902,119.34168
655889,106.2176,100.2995,119.21852
672456,105.43563,100.900536,118.81806
642701,107.21428,98.951836,118.78831
676282,107.153885,98.1415,118.772316
623167,108.89773,96.77267,118.70068
688297,110.42605,99.45675,118.55055
621051,104.608795,102.89349,118.44456
687863,102.22424,101.26087,118.31032
686799,100.75127,105.03031,117.88946
689981,103.894356,102.7869,117.8608
472610,101.53207,105.34455,117.67405
615698,101.35962,102.73751,117.19828
622569,101.64814,107.50444,117.08774
680689,107.90648,97.03707,117.07919
650895,104.616936,102.57608,117.04118
605347,104.039444,100.119225,116.9804
669169,101.880455,104.82641,116.773056
680736,106.36969,100.57869,116.49452
641482,106.92982,98.44998,116.24171
669622,105.30504,100.5556,116.08464
660761,104.89194,100.34975,116.080376
642086,102.022354,102.98738,115.92112
687134,102.75022,102.35933,115.87841
606160,105.52914,99.12659,115.873375
681871,98.7136,106.907745,115.67904
657240,102.54185,103.56438,115.595505
672335,105.10252,101.577286,115.42367
681402,103.39961,102.40795,115.382355
592426,103.3423,101.44,115.220604
657265,105.94022,99.80306,115.05041
623437,103.82477,103.58565,115.01216
669713,104.92451,99.6574,114.9754
663554,102.91081,103.37528,114.886154
674003,105.65996,98.255394,114.73874
600917,105.672516,98.89718,114.73554
682243,103.676605,102.09874,114.6779
641816,96.815704,107.00453,114.602425
667478,92.31022,125.45018,114.5021
663321,108.284546,97.63813,114.47074
671737,103.66761,100.27423,114.28685
642100,105.12126,99.47674,114.22226
608334,103.51648,101.28766,114.216385
670161,108.70461,98.199394,114.02346
650633,104.01673,100.68332,113.9742
542585,102.1224,102.27325,113.79036
622554,102.73935,101.242195,113.760506
695549,103.4082,104.10429,113.66047
656464,104.641,98.20714,113.65869
676714,103.59978,101.564186,113.483116
543238,105.30246,99.81822,113.34287
665828,100.51526,103.93585,113.32812
661403,113.86085,93.94301,113.198425
682254,106.27009,97.69521,113.07384
622075,104.3533,100.78781,112.839424
694361,101.743546,99.845406,112.79143
641755,104.0383,101.24926,112.59303
694738,104.13098,100.82568,112.459816
592351,103.14436,101.98689,112.43533
518585,101.63762,103.28085,112.364
543243,104.40649,99.24702,112.34553
573186,104.39941,100.14386,112.21694
663992,103.94171,101.768616,111.572876
668868,105.07789,96.62492,111.540245
605121,102.65684,101.60659,111.460625
668873,107.8361,95.711525,111.45341
690925,105.02356,98.7384,111.43329
663372,103.06978,101.11219,111.32669
642546,104.33816,101.40173,111.21346
680885,103.07479,100.31341,111.089516
625643,104.197914,99.586075,111.08549
680744,103.70151,100.45305,110.9881
605177,101.86886,101.527725,110.89592
679525,101.733864,101.0419,110.82076
689958,102.2097,107.92615,110.78655
676477,103.400116,95.43818,110.750786
700187,102.36072,100.40094,110.74915
664129,101.92501,103.42438,110.69657
669422,100.96151,103.58006,110.687874
693433,103.34624,100.468376,110.51798
623465,103.96752,99.88629,110.35234
663878,102.360176,102.647964,110.34251
621381,105.23361,98.92831,110.32378
641771,104.1561,99.0124,110.188705
669952,102.52636,101.947655,110.16896
677955,100.8238,103.66438,110.13025
607455,103.64926,100.49723,109.99681
678394,104.10997,99.463974,109.76345
571927,104.19803,98.59263,109.25591
681432,101.73592,101.941086,109.25303
675627,103.02285,100.40636,109.01681
593334,101.84866,100.75427,108.979126
681911,103.26716,99.36905,108.95718
656458,99.02752,106.01703,108.95715
571771,92.37552,106.29968,108.79045
624522,106.66413,95.57144,108.764885
612434,101.31736,102.10906,108.43184
669923,101.52228,101.92577,108.42506
686973,101.59545,101.26582,108.32964
678692,103.377014,100.03945,108.28571
687924,102.43558,100.96498,108.25723
691172,105.83866,96.39607,108.011086
592332,100.36192,103.61281,107.91103
543135,100.1989,102.9484,107.77101
691951,102.21373,99.91844,107.60402
573124,102.0174,100.56903,107.41204
543037,103.638336,98.67441,107.38976
663460,101.47415,100.16531,107.17885
669111,103.79318,98.84543,107.09159
669372,101.831566,101.2356,107.01459
608638,102.6299,100.310776,106.97068
656412,103.07952,99.70062,106.90671
664299,101.667206,99.96861,106.86947
663568,102.69054,99.78893,106.78275
694813,101.697685,100.285286,106.37307
671305,102.59251,101.337456,106.35043
554430,101.7211,101.03316,106.30736
670103,100.432884,102.560486,106.28274
657508,98.52178,101.06787,106.15071
701542,103.46572,99.061226,106.03831
621097,104.42896,95.691696,105.613556
666204,100.62576,101.56281,105.596245
676604,106.41363,95.38283,105.52405
663969,99.176414,103.5494,105.42719
686563,102.05266,99.36892,105.33029
622098,104.699,98.599495,105.32192
595881,99.12396,103.43961,105.05301
607074,101.63249,97.74708,105.028885
695076,100.9476,101.48749,105.00725
678061,102.377815,98.642,104.79213
506433,99.54892,102.93909,104.770355
641793,99.315056,103.988686,104.655075
672851,99.952,102.454704,104.622795
686294,100.515366,102.07277,104.51939
686654,104.99605,95.29062,104.4814
676661,101.28572,100.17597,104.451675
663432,101.264465,100.85396,104.42305
682847,102.70375,100.04151,104.34428
814005,101.104225,100.28349,104.236984
656849,102.41151,99.33167,104.19646
554431,100.41152,102.29049,104.0509
700363,101.12967,99.06082,104.04155
669212,101.01373,100.73298,104.01213
621366,101.08942,103.33703,103.97692
605288,99.56155,102.06394,103.90752
687765,102.385124,98.56757,103.82652
681870,100.5856,101.37823,103.76232
456501,100.86697,100.69863,103.73276
671922,96.977234,101.279495,103.45635
676083,102.20291,98.70518,103.39142
607179,98.628105,100.46239,103.27608
681517,101.34637,100.91914,102.984116
684007,99.93867,101.6747,102.95491
621242,103.42636,101.207245,102.78415
656638,102.004654,101.63417,102.695076
661395,113.240845,103.146866,102.54442
689017,103.52077,96.89966,102.52749
543294,101.30486,99.61663,102.3294
680767,101.03061,98.64807,102.25545
666159,100.210205,100.88798,102.217
675911,99.15265,100.811745,102.12443
663767,103.409004,98.68423,101.98173
696131,99.44291,102.09328,101.77841
667463,100.1596,100.00666,101.721565
608678,99.89921,100.2684,101.704445
683155,99.793,100.79013,101.631775
663941,97.660385,104.512634,101.46617
684320,100.99035,100.78727,101.46509
675540,99.74507,101.23227,101.46233
666808,107.45252,98.299774,101.408554
666974,101.47073,100.45477,101.40025
641941,101.91442,97.56884,101.23182
596133,101.049446,98.510635,101.19257
680891,99.205925,102.9199,101.14453
665622,101.86488,100.07538,100.98878
601713,100.97365,98.06578,100.866714
663559,99.423096,99.650734,100.86596
656641,101.66963,97.38375,100.73308
670046,102.519684,96.8333,100.55748
663765,100.23931,100.05973,100.47521
656786,101.6024,97.37361,100.422386
666215,97.82586,102.74007,100.36682
663362,96.411896,101.361,100.36199
676272,100.27463,100.241615,100.34028
669467,99.12372,100.96581,100.29671
641427,102.76657,96.86886,100.20543
682610,100.95168,98.981705,100.13894
669721,100.231636,99.105095,100.01437
670990,102.155975,101.183105,99.98564
703231,100.11742,98.968925,99.85248
676568,101.47867,99.08771,99.73289
670810,100.16131,99.39083,99.7151
641149,99.357994,101.757545,99.70114
608379,100.842896,98.60259,99.636635
670102,98.335655,102.51032,99.62316
664948,99.23965,100.214195,99.38501
641154,100.584854,98.62945,99.37132
656794,102.65697,98.693855,99.357796
694363,99.11601,100.33372,99.33322
656793,101.98895,96.03354,99.318596
669461,101.51524,99.30407,99.30979
445926,101.82785,96.68022,99.30909
450203,100.21229,99.74598,99.298134
672578,99.98292,99.99289,99.26776
623149,105.46778,98.6573,99.25615
543351,98.03719,102.34098,99.25175
663893,103.26174,100.58754,99.18154
502624,103.211975,95.0832,98.97602
687922,99.09881,101.48044,98.84441
668390,96.95766,105.37573,98.83723
702674,99.69241,99.077156,98.71934
542882,100.55025,97.46167,98.6625
694350,98.181046,101.79439,98.6312
657193,93.17439,113.47118,98.60906
683232,99.11584,101.02154,98.56458
661563,102.15835,98.02845,98.5201
605513,98.797745,100.640015,98.47865
681293,101.70297,97.89921,98.4723
659275,97.21515,103.06823,98.41452
660853,97.80691,102.854324,98.40949
676775,94.45848,107.268936,98.36357
680730,98.894165,99.91548,98.292816
666619,100.572075,99.4392,98.17742
658648,99.09461,100.44908,98.068375
681676,100.68799,98.484566,97.991806
571863,96.72369,104.61626,97.945496
646242,93.731186,102.33941,97.92837
607067,98.57218,101.02235,97.928
657585,99.291466,99.83704,97.86678
622608,97.867386,99.134186,97.755615
683822,99.28689,103.74183,97.75149
683003,99.50894,99.43901,97.63892
547973,86.79939,102.16464,97.40492
687424,99.086784,100.54968,97.34858
666163,101.27603,97.03385,97.32541
547179,99.46109,99.41318,97.32423
593576,94.019905,106.87779,97.2348
660644,99.16482,102.95697,97.17979
570257,101.557785,97.318115,96.97739
628708,98.88594,103.299065,96.68245
471911,97.77202,102.04704,96.66791
608032,98.64433,100.554985,96.6206
686752,100.393524,98.19958,96.5882
669456,98.83726,99.50645,96.52329
518489,97.55342,101.78198,96.510994
672710,99.48803,99.6326,96.43982
656529,99.070435,99.73935,96.41368
666818,104.54623,95.422356,96.3504
641703,97.98844,100.43268,96.26457
680573,98.856,98.82175,95.66831
595897,99.13601,100.22424,95.45157
676395,102.79308,98.08189,95.396255
642520,97.06718,101.291855,95.368774
656232,97.395744,101.60821,95.326294
640902,95.5499,101.23973,95.19562
671131,94.13293,103.696,95.192184
681806,92.31353,105.07116,95.11892
656814,96.46584,101.72917,94.93961
622663,98.51593,100.31126,94.903786
671212,99.70312,99.33541,94.89462
605130,96.45015,101.86312,94.872345
656924,97.61179,102.42463,94.72513
571656,95.91903,101.737236,94.55822
687798,99.59221,98.215576,94.45829
640470,95.95322,97.7526,94.386955
643361,100.28412,96.75341,94.3339
686790,97.02754,103.547134,94.1399
700669,99.19369,99.70057,93.910065
666720,98.16576,100.42997,93.8488
571945,98.33653,100.57962,93.840805
489446,99.58303,99.39841,93.84006
608331,98.409454,98.90026,93.75385
680897,98.64725,99.67018,93.74818
680572,99.324104,96.09196,93.67603
542888,98.276375,98.89067,93.67418
676755,99.73779,98.136604,93.667816
623433,96.88122,100.49707,93.61067
702795,96.020546,104.51583,93.56672
671096,98.51604,98.84145,93.5448
605135,97.679535,100.30965,93.46664
656427,98.842186,99.11182,93.454506
686730,98.23077,99.22937,93.44224
656605,98.40468,99.95969,93.402664
592779,98.72561,98.12039,93.24892
663465,98.57436,98.09832,93.24604
606930,100.17025,96.25368,93.052826
669194,98.973335,98.42103,92.633385
670871,94.422226,103.24655,92.56805
669373,97.75533,98.84832,92.534386
650893,99.781586,97.10033,92.52456
656731,98.57011,99.13497,92.514496
623520,95.88865,102.60317,92.44127
622065,98.64269,98.096985,92.29345
680911,90.81982,117.53199,92.25673
669391,97.66951,99.35311,92.25621
683004,97.55177,99.29843,92.25495
689147,99.25151,99.15892,92.18479
669358,97.23809,100.382614,92.16452
608371,101.40592,97.75675,92.06367
641835,99.43397,101.5204,92.01608
672782,96.92605,106.80547,92.0095
806185,98.83624,98.71617,91.98795
663903,95.84043,102.79057,91.93256
682175,95.188324,108.225494,91.57491
642547,96.83439,99.145454,91.54777
592454,99.6097,96.89206,91.52347
694297,96.008484,100.98233,91.299866
668984,98.98846,98.83761,91.295654
682120,95.00232,101.783775,91.29458
519242,98.2896,99.925476,91.208534
663687,96.927216,99.221794,91.13178
664208,101.33222,99.3675,91.098656
541640,95.84603,101.327255,90.988396
668964,97.760056,98.82979,90.98426
518397,94.85971,103.27283,90.86735
592155,97.79566,98.25594,90.814514
700249,97.59017,98.86366,90.797585
552640,95.25312,103.70847,90.71163
668678,99.08584,97.259094,90.542305
592094,97.18534,100.19408,90.49145
700241,96.232956,101.25195,90.426254
686993,101.099525,97.30334,90.35292
676962,98.603,99.72856,90.19711
579328,97.72198,99.92959,90.14679
681035,96.4431,101.81704,90.053734
621294,99.04767,96.35007,89.98136
681867,96.2995,101.68979,89.91803
621111,99.19717,98.28281,89.880264
656896,94.61754,102.38824,89.872116
676614,97.18597,99.81592,89.871376
673929,99.62179,100.63323,89.85891
686580,98.291664,98.206856,89.83133
614179,96.9305,100.5152,89.775894
668800,93.42819,104.32527,89.76636
680739,96.32958,100.60353,89.76619
572143,98.085495,97.82328,89.46325
680732,98.30782,98.9286,89.39305
623211,97.66841,98.31917,89.39294
665795,97.77288,99.16356,89.30888
592741,96.79691,104.09575,89.28682
622766,96.867386,101.71224,89.23273
668676,96.47204,99.50334,89.22844
593423,95.79923,101.31091,88.813484
663474,94.94956,101.86932,88.66819
664350,98.695786,96.47232,88.637886
571912,100.55313,95.873825,88.4716
656288,97.12903,98.7699,88.46576
605452,95.82661,101.55633,88.44441
630023,95.16394,103.91165,88.28859
669438,95.21593,99.91343,88.166885
681066,95.23276,101.15789,88.09298
453286,97.55334,99.23008,88.07646
669060,97.92486,97.28109,88.03645
675989,98.239075,97.74498,87.897224
676106,96.03005,100.532745,87.84948
690986,98.37359,97.46438,87.78073
657697,101.36533,94.63664,87.73433
663623,96.01212,99.558266,87.70753
671109,99.955635,92.4891,87.647675
656353,94.23693,99.97052,87.64413
666207,98.30352,97.81877,87.41345
621199,94.829094,101.62167,87.21059
678495,96.77377,100.97568,87.19967
657053,94.482445,102.70942,87.12979
656716,95.14881,100.54172,87.092705
666171,98.726814,97.208115,86.747505
641582,93.62193,100.343834,86.71557
674370,97.17179,97.90541,86.65779
592866,95.393684,101.60318,86.61847
642048,95.44758,100.20422,86.601746
650644,97.997894,98.11561,86.5886
608717,93.82768,102.11383,86.34032
687396,95.65572,98.853226,86.11103
647315,99.77251,100.89483,86.061516
571510,96.78017,97.34904,85.9988
458681,96.91066,98.57297,85.98969
665152,94.24852,99.26511,85.93975
671106,97.46049,98.069176,85.86014
622253,94.27463,101.58158,85.562416
518876,95.479805,98.99997,85.55484
622250,95.25172,99.78629,85.498634
680694,95.65156,99.98406,85.45099
641745,94.218636,101.67341,85.44461
682073,87.52394,112.452446,85.43694
621114,97.20396,97.89463,85.159615
605154,94.79502,101.06641,85.147736
664285,96.677925,99.00069,85.1394
622503,98.167,94.38675,85.09797
676969,97.54749,99.419975,85.06434
681869,96.7516,97.70549,84.971176
640455,95.24599,99.49175,84.93635
642121,97.162285,96.310425,84.87935
693312,94.09879,99.48847,84.8779
664351,93.36179,101.982475,84.779945
628452,97.10365,100.45608,84.76353
677020,95.58824,100.42785,84.72071
573009,94.600426,99.78228,84.70043
677944,95.15119,100.077324,84.65531
669432,95.76275,97.60179,84.642815
686747,95.904434,100.39857,84.61004
678906,94.25609,101.79343,84.51125
656848,97.60462,97.60882,84.24576
690916,96.91606,103.91001,84.05686
687792,96.33351,97.46858,83.96054
594798,93.13344,102.469406,83.92273
672282,96.98763,97.14127,83.68555
670766,95.223625,99.82013,83.56823
598264,96.145874,100.84305,83.526375
674944,90.68247,105.9213,83.422165
800049,94.250946,100.68443,83.39375
683769,95.80741,101.354034,83.21315
686613,96.26405,98.086555,83.15595
605335,95.86274,100.59809,83.136856
621107,95.538895,98.52953,83.13437
663423,99.02391,99.10214,83.1195
663947,96.03135,96.516594,83.02625
547001,95.36103,98.38099,83.00685
641329,93.78315,100.64508,82.983406
669330,99.54974,97.022736,82.95425
571466,90.14853,104.65786,82.818436
656222,96.015,97.57317,82.765305
656671,92.6343,101.01404,82.66453
676760,94.99746,99.203705,82.52542
669165,96.19183,94.72963,82.394966
641712,93.484375,102.41967,82.36881
687330,99.58771,101.716866,82.316864
669270,98.416534,95.60294,82.288734
592791,94.76564,98.50657,82.28056
666149,91.46761,103.547516,82.16845
676596,94.607254,98.88777,82.1371
679156,93.24179,101.72047,82.107
643338,97.00039,97.99298,81.933105
605182,96.41042,97.023254,81.69657
656271,93.67749,102.44321,81.64419
641540,93.525185,100.465034,81.46737
605400,95.52797,98.06821,81.353424
668941,100.44339,97.84522,81.19792
660896,97.79189,100.64723,81.05962
682990,93.29427,100.69428,80.821014
621363,94.01821,100.84207,80.77764
641360,96.674385,98.04802,80.7177
607200,94.74316,98.25485,80.68228
650960,93.93448,97.90961,80.553055
527048,95.38078,97.81912,80.38403
477132,93.55002,100.502,80.342415
682842,105.33495,102.04229,80.30156
663436,92.89472,100.65426,80.19814
545121,92.9018,102.86157,80.06092
543391,94.45614,101.38121,79.71995
681799,99.65318,97.52563,79.63742
669674,94.77853,98.92886,79.60788
622694,96.9368,94.79691,79.4895
641927,93.16864,100.25025,79.31052
666214,95.26181,96.21439,79.132454
678226,92.89446,101.573204,79.10831
677076,92.42953,102.73442,79.09147
656420,91.8698,103.036766,79.048004
593958,93.735085,97.610374,79.0474
663462,90.25425,103.30645,79.01016
661527,92.834854,101.47417,78.99725
664079,95.34138,97.95658,78.712555
696136,94.217964,99.09962,78.67339
519151,93.50708,100.65994,78.66287
594902,92.652565,99.93617,78.65233
670174,93.966125,97.564026,78.519005
692230,96.19287,97.57354,78.29483
543859,92.622086,101.23311,78.16913
571539,79.79126,76.964264,77.84418
663531,92.267555,102.66592,77.62267
600986,92.580925,101.58422,77.54992
571946,85.98933,102.345314,77.54642
682052,94.18986,98.848434,77.5015
493603,95.796165,100.00421,77.47881
663776,93.292175,99.048294,77.06475
670059,91.90603,100.98674,77.06436
641312,90.59206,104.337585,76.81645
675921,92.55102,100.34576,76.797264
527054,97.07061,95.78552,76.7719
669854,93.9796,98.06586,76.74467
669395,92.78753,98.86416,76.65759
669062,96.13037,98.113525,76.60264
676974,94.232025,98.62366,76.57949
605156,92.05178,102.84504,76.49157
667297,92.986694,101.99013,76.45626
606965,96.944176,96.486275,76.44613
500779,92.92376,99.110245,76.43374
681190,93.3052,99.0614,76.395836
667725,93.85523,96.66367,76.35246
683627,91.572464,100.774055,76.28023
663978,92.40352,99.47018,76.20817
605397,92.337456,98.93243,76.137764
572020,93.70407,98.51442,76.00719
641585,93.89176,98.369484,75.8755
686796,93.0094,99.10416,75.66409
676710,93.105286,97.81485,75.43716
669276,90.147675,103.46287,75.43674
621112,93.13195,98.92544,75.42307
805673,93.4045,97.704956,75.32332
656302,94.456665,99.01274,75.27505
519293,92.06565,100.00241,75.14366
689225,92.08548,100.91904,75.02901
669022,92.972404,98.36301,74.90791
624133,92.23498,98.62787,74.89836
676428,90.96725,101.30048,74.81676
571578,92.16422,100.86771,74.72047
668472,94.238884,98.390625,74.47561
458677,92.928246,99.88033,74.4149
573204,93.59553,99.22721,74.40877
595345,94.11856,102.26294,74.29711
592288,91.788864,99.748886,74.17718
669084,92.14747,98.82851,73.85178
681892,92.414856,100.09048,73.753296
641302,93.47659,97.5993,73.73489
672552,89.81361,101.28623,73.24157
657006,92.81455,98.38454,73.12431
607625,91.22395,100.28625,72.89116
681347,93.627426,96.58814,72.68223
543475,91.94929,99.93727,72.58122
663567,93.350876,97.991776,72.57309
519043,93.75974,96.5331,72.53662
685107,90.34339,102.23188,72.495
543305,92.20801,97.88692,72.40575
668942,93.00208,106.14835,72.32221
657061,94.614975,94.61463,72.28017
678368,94.08759,97.86305,72.22709
622251,92.66242,99.25202,72.03826
592836,91.04362,101.53801,71.89408
572971,89.980934,100.79695,71.65156
607259,91.97818,97.79657,70.916565
502043,90.846924,99.32826,70.70882
680742,94.673035,97.54787,70.658264
702352,88.506874,101.88448,70.65026
642133,89.29636,101.92505,70.62427
683068,91.00225,97.84724,70.536224
656876,92.068985,98.23282,70.533394
674072,90.036934,99.62342,70.42326
665871,90.38334,99.66619,70.23314
687847,90.880905,102.20149,70.211624
593974,92.03666,98.04209,70.10682
669796,90.88097,101.862686,70.0691
641645,90.870285,99.22254,69.99515
701581,90.851585,99.7832,69.97083
687362,93.6555,94.527176,69.88192
623451,91.32498,98.043526,69.23143
663738,90.7941,98.55566,69.12959
642215,85.63058,103.78834,68.760796
681982,89.647606,103.00655,68.35081
595928,90.328674,96.74331,68.04285
642216,91.02954,97.08248,68.00013
690544,90.672966,99.86098,67.80306
664901,89.30587,98.29709,67.4244
605483,93.36689,96.57586,67.29708
685116,90.839005,99.2103,66.94828
687014,90.96016,97.35206,66.65431
642232,87.37218,99.77943,66.2836
676440,91.95941,96.25515,65.723
675650,88.62981,100.75347,65.54019
666208,91.17293,100.13481,65.53736
544150,89.8425,97.47241,65.50671
686642,90.5061,99.359436,65.288925
605218,92.35126,89.92713,65.08457
664192,86.61815,101.056335,65.00861
668909,90.17375,98.37151,64.958885
596295,90.29894,97.85513,64.820595
674444,90.6532,99.466896,64.61092
656976,86.11802,105.69815,64.54965
669308,94.270775,97.23571,64.409195
571527,93.841194,94.397896,63.872925
691441,91.173515,97.725876,63.571846
676961,87.7304,99.408615,63.465046
680570,89.12258,99.181656,63.44643
656756,89.08508,98.02074,63.221664
594835,89.19924,97.189354,63.01993
676879,88.96759,98.665764,62.509644
571882,90.95326,96.224075,62.501385
607536,91.60663,97.66196,62.299587
670241,88.84029,98.291664,61.86537
666129,87.15634,101.370605,61.74649
642834,91.18337,98.194786,61.463013
519326,92.94381,100.40589,61.181187
666205,86.42319,100.488716,60.789825
641729,88.104935,101.04332,60.31027
689266,91.9574,92.979355,60.239834
670223,86.091576,99.50162,60.12992
677960,87.50431,98.926704,59.943195
676979,91.529564,98.83599,59.884514
685299,87.72601,99.27386,59.598988
